mean_Log_energy,mean_MFCC_0th_coef,mean_MFCC_1st_coef,mean_MFCC_2nd_coef,mean_MFCC_3rd_coef,mean_MFCC_4th_coef,mean_MFCC_5th_coef,mean_MFCC_6th_coef,mean_MFCC_7th_coef,mean_MFCC_8th_coef,mean_MFCC_9th_coef,mean_MFCC_10th_coef,mean_MFCC_11th_coef,mean_MFCC_12th_coef,mean_delta_log_energy,mean_0th_delta,mean_1st_delta,mean_2nd_delta,mean_3rd_delta,mean_4th_delta,mean_5th_delta,mean_6th_delta,mean_7th_delta,mean_8th_delta,mean_9th_delta,mean_10th_delta,mean_11th_delta,mean_12th_delta,mean_delta_delta_log_energy,mean_delta_delta_0th,mean_1st_delta_delta,mean_2nd_delta_delta,mean_3rd_delta_delta,mean_4th_delta_delta,mean_5th_delta_delta,mean_6th_delta_delta,mean_7th_delta_delta,mean_8th_delta_delta,mean_9th_delta_delta,mean_10th_delta_delta,mean_11th_delta_delta,mean_12th_delta_delta,std_Log_energy,std_MFCC_0th_coef,std_MFCC_1st_coef,std_MFCC_2nd_coef,std_MFCC_3rd_coef,std_MFCC_4th_coef,std_MFCC_5th_coef,std_MFCC_6th_coef,std_MFCC_7th_coef,std_MFCC_8th_coef,std_MFCC_9th_coef,std_MFCC_10th_coef,std_MFCC_11th_coef,std_MFCC_12th_coef,std_delta_log_energy,std_0th_delta,std_1st_delta,std_2nd_delta,std_3rd_delta,std_4th_delta,std_5th_delta,std_6th_delta,std_7th_delta,std_8th_delta,std_9th_delta,std_10th_delta,std_11th_delta,std_12th_delta,std_delta_delta_log_energy,std_delta_delta_0th,std_1st_delta_delta,std_2nd_delta_delta,std_3rd_delta_delta,std_4th_delta_delta,std_5th_delta_delta,std_6th_delta_delta,std_7th_delta_delta,std_8th_delta_delta,std_9th_delta_delta,std_10th_delta_delta,std_11th_delta_delta,std_12th_delta_delta,class
9.2614,12.3419,6.0796,4.4103,0.43346,-0.51013,0.85509,-0.86169,-0.6064,0.50981,1.0307,-0.66366,0.38926,-0.65493,-0.011549,-0.04634,-0.011682,0.0053549,0.0051405,0.0069886,0.0024632,0.0072551,0.0049718,0.0016402,-0.00074235,-0.0017478,-0.00070169,6.24E-6,-0.00041145,0.0004866,-0.0009281,-0.0010195,4.90E-5,0.00076695,-0.00011076,0.00063766,-0.00011954,-0.00027568,-0.00059232,0.00011928,-0.00011461,4.84E-5,0.49063,1.7924,0.54013,0.44511,0.47063,0.35307,0.29586,0.31192,0.26186,0.2435,0.22312,0.253,0.22947,0.23467,0.04153,0.126,0.066942,0.051925,0.048981,0.0438,0.038315,0.035178,0.034281,0.029719,0.030862,0.030743,0.02972,0.034234,0.018696,0.058802,0.034411,0.027057,0.026773,0.021843,0.019814,0.017654,0.017193,0.016682,0.015161,0.016225,0.016604,0.016771,1
9.1316,13.8117,5.635,3.9355,0.27581,-0.49765,0.40084,-1.0409,-0.245,0.23477,0.46629,-0.19583,0.13714,-0.49536,-0.0052364,-0.0043741,-0.008376,1.66E-5,-0.0020761,1.20E-5,-0.0015032,0.0052947,0.0040255,0.0016271,0.0022185,0.0030418,-0.00049793,-0.0020522,-0.00051528,-0.0013816,-3.42E-5,-0.00026456,0.00026663,-0.00044563,-0.00037266,0.00020627,3.29E-5,0.00014718,0.00018835,-0.00032859,-0.0001922,3.05E-5,0.3764,1.0333,0.91,0.5556,0.37643,0.36445,0.36977,0.35182,0.37166,0.34053,0.22998,0.27867,0.22051,0.23999,0.048941,0.14505,0.11399,0.071068,0.057448,0.058655,0.043024,0.040426,0.042162,0.043052,0.032181,0.033998,0.034261,0.036772,0.022452,0.063807,0.040145,0.026547,0.027934,0.027334,0.022103,0.018588,0.020494,0.01992,0.015722,0.017352,0.017425,0.016115,1
7.4587,10.3396,4.3602,0.20898,-1.5826,0.32318,-1.7153,-1.5907,0.033628,-1.0155,-0.33425,-0.35169,-1.0609,-0.66864,0.046087,0.086922,0.019341,-0.013364,0.00010235,-0.0031359,-0.0057659,-0.0083676,-0.0097614,-0.0080254,-0.0072207,-0.0027387,-0.0016904,-0.0027162,-0.0049614,-0.0074169,-0.0029649,0.00093455,0.0013457,0.0011941,0.0016186,0.0017518,-0.0007181,8.87E-5,0.00029512,0.000798,0.0013385,2.20E-5,3.8534,7.2875,2.0212,1.0908,0.60548,0.65658,1.1575,1.5142,0.74846,0.64208,0.52815,0.396,0.54058,0.42323,0.32864,0.55832,0.22611,0.094727,0.092022,0.078824,0.096696,0.11038,0.094173,0.06652,0.070874,0.062419,0.068865,0.056624,0.07066,0.10587,0.065594,0.031127,0.032854,0.030919,0.030225,0.029139,0.035948,0.023671,0.02758,0.027271,0.026666,0.019517,1
7.3595,9.9427,3.7147,0.90073,-1.6927,-0.66185,-1.8064,-1.1644,-0.80695,-0.89326,-0.28849,-0.8655,-1.4624,-0.72393,-0.019424,-0.039982,4.07E-5,-0.0005609,0.010976,0.0059382,0.010252,0.012265,0.0034391,0.0032151,0.0073883,0.0031528,-3.37E-5,0.0051526,-0.00051383,-0.0004406,1.46E-5,-0.00089168,0.00013449,9.77E-5,-0.00013442,0.00035229,-2.10E-5,0.00019749,0.0004774,-0.00030656,0.00023817,0.00014888,3.582,7.1267,1.6215,1.1204,0.69254,0.89168,0.9159,0.99039,0.56021,0.55311,0.47097,0.51545,0.61866,0.49664,0.29908,0.56417,0.1701,0.10237,0.080092,0.091909,0.079518,0.087223,0.063967,0.058477,0.07236,0.064619,0.068561,0.067155,0.073184,0.10989,0.065489,0.033092,0.030529,0.031072,0.026587,0.026657,0.027518,0.024307,0.023333,0.025507,0.022551,0.027637,1
7.7123,10.7477,4.1477,0.85561,-1.8094,-0.27543,-1.6065,-1.37,-0.42358,-1.0552,-0.12832,-0.84713,-1.2252,-0.60158,-0.0041508,-0.0052324,5.30E-5,2.99E-5,-0.0033388,-0.00096737,-0.00058793,0.0021575,0.0066005,-0.0020045,0.00019375,0.00016587,0.0010899,-0.0012121,-0.00011187,0.00039312,-0.00051428,0.00017059,0.00040097,0.00052801,-0.00020165,-0.00037549,0.0001146,0.0001366,5.85E-6,0.00044444,0.00018758,-0.00022318,3.7085,7.5173,1.736,1.112,0.74563,0.95579,0.94561,1.0436,0.63932,0.72222,0.38052,0.46289,0.6714,0.40209,0.27274,0.50019,0.1588,0.086145,0.077881,0.08249,0.076106,0.083887,0.082713,0.070744,0.050811,0.049367,0.05506,0.052628,0.062254,0.089298,0.051354,0.028708,0.026149,0.028838,0.025766,0.024219,0.031965,0.026202,0.022631,0.019464,0.018444,0.022092,1
9.8843,13.2975,9.1272,1.0648,-0.83669,1.0404,-0.43889,-1.8566,-1.2337,1.0772,0.74422,-0.89898,-0.25693,1.2248,-0.0013678,0.0030129,-0.0048851,-0.0013832,0.0018555,-0.00035836,-0.0015065,0.0019175,-0.0003676,-0.00074353,-0.0018741,-0.00056354,0.0023034,-0.001518,5.11E-5,0.00020193,-0.00099491,0.0011095,0.00062775,-0.00090113,-0.00016258,0.00014719,5.54E-5,-0.00023468,0.0002522,0.00029285,-0.00065778,-5.98E-5,0.12572,0.48342,0.45035,0.27646,0.22755,0.2215,0.17889,0.28651,0.2066,0.17616,0.26348,0.21212,0.17961,0.17367,0.017607,0.061775,0.072132,0.047069,0.037556,0.034816,0.023494,0.027059,0.023376,0.031992,0.041129,0.02552,0.032178,0.02333,0.007694,0.031686,0.033666,0.019239,0.017073,0.016808,0.010643,0.012347,0.011202,0.014677,0.016974,0.012928,0.014351,0.011483,1
9.8278,12.8598,9.5059,1.1264,-1.1165,1.2968,-0.50283,-1.9699,-0.85752,0.83698,0.91707,-1.1125,-0.36593,1.4835,-0.0027262,-0.0057659,-0.0042968,0.0031612,0.0020905,-1.02E-5,0.0013927,0.0014648,-0.0017937,-0.0013248,-0.0012554,-0.0025135,0.00083384,0.00032001,0.0001032,0.00018707,0.00041036,-0.00056041,-0.00020798,0.00023542,-6.41E-6,-0.00014336,5.92E-5,0.00031935,-0.00038566,0.00016818,-0.0001831,6.46E-5,0.16601,0.59726,0.4848,0.36792,0.28715,0.27096,0.15272,0.22618,0.14924,0.19176,0.2404,0.18572,0.17731,0.17739,0.016281,0.054164,0.057736,0.03713,0.034068,0.031869,0.022646,0.024676,0.025424,0.028913,0.048974,0.024563,0.033141,0.021392,0.0068199,0.029275,0.027919,0.018394,0.017258,0.017097,0.011722,0.012269,0.01177,0.012478,0.021484,0.011464,0.015587,0.010177,1
9.7316,12.7471,9.0261,1.5916,-0.36849,0.40814,-1.1348,-1.03,-0.71155,0.36379,0.92201,-1.0165,-0.38721,1.3454,-0.0012189,-0.00073972,0.00016164,-0.0021075,-0.00016746,-0.0013868,-0.0020973,0.0042979,-0.0016461,-0.00082119,0.0034141,-0.00074759,-0.00085266,0.0010489,-1.61E-5,-0.0015854,0.0015629,-0.00052703,-0.00012148,0.00034859,-0.00031938,0.00045163,-0.00043612,-0.00023542,0.00082304,-0.00084421,-0.00027161,0.00040375,0.1979,0.90485,0.77541,0.40263,0.25997,0.42181,0.2243,0.40909,0.2915,0.18306,0.29803,0.24913,0.1885,0.26078,0.025503,0.095282,0.087674,0.056923,0.033976,0.04784,0.038627,0.03808,0.032516,0.025638,0.042296,0.031074,0.032742,0.042195,0.010226,0.044702,0.045415,0.024229,0.017523,0.022364,0.016477,0.018346,0.014896,0.013132,0.020717,0.015212,0.015531,0.018699,1
9.7074,14.484,5.4269,2.0498,-1.5712,-0.42889,0.20277,-0.61682,-0.56546,-0.23726,-0.99329,-1.1527,0.31012,-0.81672,-0.002289,-0.017417,-0.0017829,0.0046939,0.0011328,-0.00092393,-0.0029585,0.00046703,6.99E-5,-0.0022425,-0.0006764,-0.00073296,0.0015478,-0.00025852,-0.00050765,-0.00096534,0.00052855,0.00024465,-0.000708,-0.00021714,-0.00042606,-0.00020372,0.00031176,-4.98E-5,0.00028625,0.00012396,0.00014024,-0.00030022,0.73363,1.6269,0.36386,0.57358,0.48402,0.30131,0.27981,0.30649,0.23718,0.28179,0.30194,0.31973,0.35422,0.30632,0.079804,0.088866,0.038368,0.054688,0.054399,0.043677,0.03685,0.047268,0.037246,0.039049,0.049101,0.045615,0.04192,0.039931,0.027489,0.030498,0.017666,0.021832,0.020888,0.01888,0.016673,0.020007,0.015461,0.016263,0.021421,0.016515,0.017923,0.017194,1
9.7773,14.9988,5.3267,2.635,-1.5664,-0.10907,0.048393,-1.3237,-0.6347,-0.026238,-0.51464,-0.89317,0.6773,-0.23836,-0.0023455,-0.0042637,-0.00032934,0.00066074,-0.0065616,-0.004627,-0.0015142,-0.0021648,-0.0014927,-4.39E-5,0.00042031,-0.00018967,-0.00095022,1.83E-5,-0.00025254,0.00020534,-0.00016267,-0.00057007,0.00044217,5.62E-5,0.00073569,-2.55E-5,-0.00025311,0.00029499,0.00023417,-0.00034214,-4.10E-5,0.00018296,0.3822,0.48043,0.35417,0.29969,0.38507,0.32214,0.29389,0.32791,0.25035,0.23518,0.29093,0.25396,0.25206,0.25303,0.071006,0.069674,0.062333,0.047466,0.04973,0.040523,0.047322,0.050411,0.041478,0.041968,0.045037,0.045661,0.042371,0.047871,0.027973,0.026448,0.027151,0.023798,0.021295,0.019569,0.021246,0.020953,0.020213,0.020007,0.020183,0.021415,0.019866,0.021175,1
9.6454,13.65,6.1926,1.5651,-2.2186,-0.65155,-0.71588,-1.5655,-0.73331,-0.33794,-0.94052,-1.3729,0.54449,-0.31798,-0.007802,-0.0017906,-0.0058306,-0.0027946,0.00048588,-0.0073729,-0.01104,-0.0018263,0.0043334,0.0059205,0.0036443,0.0015476,-0.00092811,0.0013766,0.00027566,8.86E-5,-0.00048227,-0.0001535,0.00030418,0.00023232,-0.00041604,-0.00015722,-0.00064448,-0.00083396,0.00022433,4.85E-5,-0.00056498,-4.87E-5,0.44718,0.55044,0.40042,0.34952,0.40902,0.38842,0.55749,0.24653,0.38989,0.43221,0.27008,0.3023,0.30223,0.25056,0.074882,0.086702,0.069549,0.049694,0.069471,0.060474,0.064798,0.035395,0.042693,0.047591,0.041688,0.051479,0.050167,0.040708,0.02975,0.041863,0.031013,0.021097,0.031257,0.024261,0.027162,0.01599,0.019283,0.020284,0.018945,0.022162,0.023044,0.018022,1
10.1481,17.1544,5.483,-0.44729,2.1169,-1.4203,-2.7488,-2.2937,-0.38321,1.4502,0.092072,-1.8834,0.77477,-0.0052589,-0.00034253,0.0032007,-0.002314,0.00085997,-0.00062268,0.0054351,-0.0024078,0.0013778,0.0014847,-0.0017743,-0.0039967,0.0019886,0.0032652,-0.0014188,-3.62E-5,-0.00041799,1.37E-5,0.00014331,3.87E-5,0.00051489,6.47E-5,-0.00045894,-9.69E-5,0.00029224,-0.00010889,-0.00029301,0.00025882,0.00018289,0.13326,0.55656,0.49342,0.41328,0.45459,0.45923,0.31323,0.38764,0.2893,0.23361,0.26038,0.28855,0.25884,0.24287,0.019916,0.089945,0.059793,0.052609,0.063345,0.064153,0.038476,0.053138,0.047788,0.038388,0.036762,0.035391,0.028239,0.036289,0.0072472,0.036737,0.027627,0.021615,0.026993,0.026184,0.016538,0.023943,0.022116,0.016537,0.016752,0.015968,0.013419,0.016271,1
10.3715,17.2655,5.4049,-0.54052,1.9484,-1.4095,-2.6333,-3.1747,-0.10383,1.4671,-0.1277,-0.96695,0.4082,-0.34497,0.0020843,0.0013044,0.0046913,-0.0073036,0.0037326,-0.00069147,-0.00077826,0.0043823,-0.0022819,-0.0025079,0.0019387,0.00030592,-5.42E-5,0.00014135,-0.00011985,-0.00013764,-1.25E-5,0.00035907,-0.00025035,0.00023387,0.00053393,-0.00020961,0.00014003,-0.00039919,-0.0001363,0.00029631,-3.78E-5,0.00035605,0.26126,0.58711,0.5612,0.73516,0.46629,0.48623,0.36962,0.34884,0.43454,0.30081,0.22643,0.24812,0.21405,0.2294,0.026672,0.087856,0.057391,0.055315,0.059946,0.063702,0.050297,0.05191,0.051442,0.054164,0.033792,0.038405,0.030681,0.033965,0.0082066,0.040976,0.029014,0.024648,0.027829,0.026001,0.02149,0.025998,0.02301,0.0234,0.016434,0.017552,0.014442,0.015244,1
10.2192,16.1818,6.0442,0.35469,3.0195,-1.7178,-2.4965,-2.385,-0.33434,1.225,0.30234,-1.3685,-0.21349,0.24154,-0.00075677,0.003392,-0.0017642,-0.00055451,-0.0080912,0.0016179,0.00092429,0.00071658,-0.0022843,0.0013005,-0.0013857,-0.00018294,-0.0002202,0.0013989,9.92E-5,0.00092843,-0.0008395,0.00058977,-0.0008222,0.00081027,-0.0001996,1.02E-5,0.00023668,-0.00066281,-6.78E-5,0.00030976,0.0003362,4.62E-5,0.16259,0.58658,0.43234,0.41792,0.4956,0.44431,0.31304,0.33704,0.2809,0.28188,0.24785,0.27836,0.30247,0.38854,0.026869,0.11083,0.082692,0.063104,0.078292,0.065218,0.052628,0.044452,0.045559,0.036481,0.041157,0.045636,0.046137,0.03897,0.011829,0.049174,0.035326,0.027416,0.032581,0.028498,0.021001,0.022376,0.021075,0.015583,0.017665,0.020661,0.018347,0.015611,1
9.9429,17.1418,6.4046,0.60501,1.5809,-1.8402,-0.099108,-1.9943,-0.43585,2.1265,0.7147,0.72045,-0.41982,-0.54306,-0.00397,-0.011777,-0.0013714,0.00057136,-0.0035625,0.0042431,-0.0015627,-0.0014172,-0.00086352,-0.00098529,-0.0043405,0.0033167,0.0011311,0.0043158,0.0002835,0.0005602,-0.00057634,0.00058003,-0.0006632,0.00026686,0.00028603,-0.00018756,-0.00040573,0.00011113,0.00015966,-0.00014635,0.00036863,0.00026883,0.31679,0.99734,0.39424,0.52384,0.3685,0.37278,0.3376,0.35454,0.25304,0.26922,0.23703,0.21603,0.21131,0.22052,0.071754,0.21765,0.061853,0.097914,0.069195,0.07485,0.066964,0.063313,0.048728,0.040594,0.035486,0.035311,0.031287,0.02691,0.027986,0.091874,0.0271,0.046413,0.028297,0.029533,0.031214,0.024865,0.020952,0.017767,0.016093,0.017355,0.015597,0.013326,1
9.468,14.4961,6.547,0.79078,1.6914,-1.8844,-0.59973,-2.5354,-0.61345,1.9108,0.45416,0.5457,-0.56622,-0.49866,0.00065978,-0.0019608,-0.0031744,0.006214,0.0012019,0.0021788,-0.0010273,0.0002925,-0.0016253,0.001131,3.10E-6,0.00064368,0.0027808,-0.00079488,5.74E-6,0.00075971,-0.00043785,-5.06E-5,0.0004032,0.00036658,-0.00046666,0.00041331,-0.00020967,0.00021261,-0.00021149,-0.00020881,0.00013997,-0.00013435,0.19823,0.74439,0.43877,0.6691,0.38383,0.29489,0.38869,0.28971,0.32254,0.22619,0.19834,0.24264,0.20568,0.20196,0.042543,0.12794,0.069138,0.13006,0.063974,0.043388,0.054925,0.041679,0.060687,0.036005,0.025149,0.032551,0.035861,0.030946,0.018046,0.054935,0.032947,0.054502,0.030626,0.021383,0.022999,0.019595,0.025223,0.017178,0.012264,0.014865,0.01655,0.014133,1
9.9126,16.7591,5.7368,-0.05265,0.63258,-1.713,-0.91766,-1.9073,-0.6922,1.8862,0.95835,-0.37644,-0.25621,-0.34964,0.0012801,-0.0051564,0.0075074,-0.008475,0.0018871,0.0032151,-0.0015721,-0.004739,-0.00031109,0.0013494,0.00079041,0.0026397,0.00090313,-0.0012501,-3.44E-5,-0.001327,0.00060323,0.00040628,0.00010683,-0.0011783,0.0010639,-0.00047044,0.00017817,0.00070385,-0.00073754,-4.50E-5,9.02E-6,-0.00040388,0.25343,1.1437,0.44113,0.70245,0.35413,0.37285,0.42483,0.33127,0.24586,0.29203,0.28748,0.24591,0.23564,0.24698,0.049114,0.11876,0.053011,0.087238,0.057454,0.051911,0.053389,0.037872,0.042662,0.048728,0.046395,0.034112,0.028701,0.038458,0.018944,0.046311,0.024235,0.034593,0.025559,0.021641,0.021234,0.017501,0.020772,0.021133,0.019006,0.018757,0.015441,0.020239,1
9.9879,15.3159,4.7422,-0.44224,-1.8116,-2.34,-1.9829,-0.038336,-0.68209,0.64768,-1.4841,-1.4159,-0.072981,-0.88904,-0.0015561,-0.00331,0.0013155,-0.00071579,-0.00067366,0.0019964,-0.0020575,0.0015665,0.0012597,-0.00051809,0.0013094,-0.00095254,-0.0019508,0.0035873,6.76E-5,-6.23E-5,5.50E-5,-9.88E-5,0.00059366,0.00031603,-0.00016149,0.00013371,0.00026806,0.00049278,0.00060054,0.00012934,5.82E-5,0.00027313,0.24856,0.67235,0.30939,0.32696,0.34041,0.25092,0.25752,0.24052,0.2572,0.2462,0.20686,0.22327,0.22182,0.22886,0.031974,0.078067,0.041849,0.038035,0.049742,0.036678,0.036293,0.030855,0.037572,0.039408,0.027461,0.028021,0.031538,0.024298,0.012503,0.028528,0.018814,0.016913,0.023419,0.017837,0.017405,0.015465,0.017046,0.017787,0.014095,0.013924,0.01467,0.012742,1
10.4718,17.415,5.1711,-2.3871,-2.6561,-2.2366,-1.3121,-0.12277,-0.6274,-0.098563,-0.90572,-1.7328,-0.86143,-0.48394,0.00023036,-0.003291,0.0007711,-9.47E-5,-0.0034017,-0.00071395,-0.0037569,0.00066377,0.0019069,-0.0014457,-0.00013592,-0.002614,-0.00081899,0.00037687,-4.28E-6,-0.00017505,0.0009751,0.00086774,3.70E-5,0.00013814,2.07E-5,0.0005427,4.44E-5,5.35E-5,6.84E-5,-0.00010001,6.31E-5,0.00069171,0.13846,0.40556,0.37967,0.28185,0.25366,0.31483,0.32309,0.22301,0.19496,0.17922,0.16788,0.16746,0.18547,0.16618,0.026347,0.040716,0.057731,0.041563,0.041052,0.034005,0.02769,0.031863,0.02577,0.027518,0.023829,0.022228,0.028952,0.03012,0.012588,0.019888,0.026699,0.019401,0.020263,0.014133,0.014884,0.016971,0.013078,0.014647,0.012457,0.010607,0.013749,0.013839,1
10.0049,15.5704,4.4491,0.99003,-1.8326,-2.1366,-2.42,-1.1917,-0.13034,0.26234,-0.78019,-2.1122,0.27921,-0.7695,-0.0072801,-0.016041,0.0030064,0.003711,0.0056007,0.0043063,0.0024634,-0.0026496,-0.0048369,-0.0031046,0.0083619,-0.0045782,-0.0019137,0.0023638,-9.64E-5,-0.00060529,-7.26E-5,0.00011494,2.04E-5,0.00024112,0.00010463,-7.65E-5,-0.00057399,-0.00030433,0.00058545,-0.00036258,3.14E-6,0.00011632,0.35259,0.8793,0.31637,0.38998,0.3206,0.34305,0.31092,0.26449,0.30398,0.27729,0.51178,0.29615,0.23359,0.21643,0.029494,0.048149,0.044844,0.048584,0.044867,0.034466,0.037719,0.036846,0.047136,0.044287,0.033118,0.035124,0.027157,0.025303,0.012861,0.023086,0.019957,0.020197,0.017815,0.016147,0.018912,0.016645,0.020518,0.018147,0.016077,0.018092,0.014911,0.01263,1
9.8974,17.6339,6.2524,-0.47292,0.61566,-1.1159,-0.29104,-1.2211,-0.50219,-0.53946,-0.19991,-1.3051,0.11796,1.3237,-0.0012174,-0.0085503,0.0057822,0.0019421,0.001047,-0.00096197,0.00050396,-0.00041805,0.00095337,-0.00027869,0.0016483,-0.001721,0.0011798,-0.00095472,-0.00014418,-4.95E-5,-2.76E-5,0.00055429,-0.00042537,0.00014777,-0.00022821,0.00027763,-5.28E-5,0.00016474,-4.29E-6,-5.33E-5,0.0001082,-4.10E-6,0.16728,0.70318,0.44359,0.43342,0.31173,0.20744,0.2115,0.21938,0.14711,0.14369,0.14062,0.17046,0.12881,0.13061,0.030924,0.1113,0.066808,0.056459,0.039793,0.022992,0.025775,0.03363,0.019092,0.021245,0.021269,0.023545,0.016894,0.01925,0.0099759,0.043101,0.027659,0.020312,0.01613,0.011531,0.012874,0.014542,0.010207,0.0089788,0.011187,0.010487,0.008728,0.0098618,1
9.8522,17.0431,6.4401,-0.27045,0.17786,-0.59312,-0.02902,-1.705,-0.24428,-0.74431,-0.36522,-0.8629,0.19276,1.3366,-0.0025099,-0.0056522,0.0019753,-0.0012221,-0.00028467,-0.00062632,0.00090318,0.0033106,-0.0015076,-0.0012256,0.003319,-0.0015389,0.00081438,-0.00037381,2.93E-5,-0.00012157,0.00071222,-0.00053486,-2.65E-5,9.08E-7,8.09E-6,0.00025955,-0.0001888,-0.00021498,0.00018083,2.87E-5,8.67E-5,6.89E-6,0.2207,0.84319,0.42522,0.34568,0.3203,0.2991,0.25051,0.25155,0.21549,0.20966,0.24143,0.20139,0.18558,0.18757,0.027384,0.10825,0.069428,0.06652,0.045947,0.056482,0.040749,0.043345,0.036972,0.04001,0.034511,0.031189,0.027567,0.025034,0.0095835,0.044961,0.033514,0.029293,0.022461,0.024392,0.018995,0.020936,0.017013,0.017484,0.015633,0.014981,0.012961,0.010493,1
9.6242,16.7549,6.4922,-0.99061,0.64124,-1.2048,-0.31346,-1.3438,-0.37092,-0.63723,-0.26427,-0.8717,-0.0028422,1.262,0.00077397,-0.004062,0.0027621,0.0038868,-0.0010205,0.00023563,-0.00027089,-0.00065477,-0.00010303,-0.00033068,-0.00038045,-7.87E-5,-0.00080369,0.00013797,-2.99E-5,2.08E-6,-9.36E-6,-0.00011829,0.00023564,-0.00010846,-1.29E-5,-0.00015484,2.38E-5,7.27E-5,0.00035218,-0.00028512,0.00028267,-0.00019814,0.19503,0.645,0.38669,0.30754,0.30287,0.22385,0.23496,0.1935,0.1827,0.14247,0.16482,0.15247,0.13202,0.10814,0.035946,0.10622,0.063219,0.051866,0.048948,0.037157,0.037772,0.033951,0.028697,0.021766,0.020083,0.022976,0.017585,0.015742,0.012884,0.039177,0.029976,0.023557,0.019962,0.016386,0.015435,0.016416,0.013325,0.010192,0.010006,0.01136,0.0079988,0.0071742,1
10.2287,16.9132,3.6247,-1.1256,-0.89341,-4.8415,-1.8208,-1.1931,-0.37972,-0.70452,-0.12465,-1.1706,-0.58822,-0.1795,0.00027817,-0.0082183,0.0050532,0.0024238,-0.0013584,-7.43E-5,0.0024571,-0.0013571,-0.00071639,0.00084209,0.0024752,-0.0001355,0.0013333,0.0035273,1.76E-7,-0.00024087,0.00036154,-0.00013098,-8.76E-5,0.00024075,-0.00037605,0.00047759,-0.00018245,0.00011164,-5.15E-5,-0.00032114,0.00040439,-0.00012399,0.089274,0.42534,0.25889,0.36199,0.29269,0.22479,0.28295,0.2041,0.30377,0.27551,0.20648,0.22504,0.18814,0.22298,0.013712,0.0406,0.032449,0.034703,0.034596,0.034518,0.031785,0.032112,0.031968,0.024419,0.032216,0.025422,0.021428,0.026097,0.004645,0.016908,0.016585,0.014636,0.016922,0.016881,0.016371,0.013723,0.015516,0.011527,0.013469,0.011583,0.011333,0.011042,0
10.2958,16.9974,4.0574,-1.0357,-1.1991,-4.6319,-1.3851,-1.2598,-0.83088,-0.20012,0.156,-1.7044,-0.78936,0.13326,0.0017862,-0.008687,0.0062182,0.0015958,-0.00046051,-0.0036355,0.0033815,-0.0038067,-0.0045154,0.0040543,0.005071,-0.004693,-0.0025003,0.0037472,-2.95E-5,-0.00058683,0.00043219,-7.05E-5,0.00030492,-0.00041162,0.00021123,-4.97E-5,-0.00015582,4.54E-5,-0.00010572,-7.11E-5,9.86E-5,-0.00018494,0.11582,0.47174,0.3482,0.32445,0.269,0.29949,0.3161,0.30265,0.30245,0.24839,0.31084,0.23774,0.18406,0.22318,0.018072,0.04655,0.043291,0.043656,0.040607,0.036546,0.036764,0.039923,0.037777,0.024078,0.034841,0.03077,0.027423,0.024002,0.0062895,0.021079,0.020952,0.017478,0.01899,0.017789,0.019149,0.016833,0.015195,0.010688,0.016181,0.013141,0.012844,0.011327,0
10.3149,15.9663,4.6072,-1.4751,-0.59823,-4.916,-1.7786,-1.203,-0.8152,-0.038286,-0.17631,-0.9531,-0.88684,0.22301,-0.00056838,0.0034383,-0.0014748,-0.0026006,0.0016009,-0.00061732,0.001077,-0.0036411,-0.0011824,0.0010028,-0.0016906,-0.001546,-0.001614,3.96E-5,5.09E-5,-6.52E-6,0.00034206,-0.00027955,0.00041167,-0.00026948,0.00016227,-1.92E-5,6.24E-5,-4.24E-5,0.00017205,-0.00028019,0.00019758,-0.00016275,0.07256,0.4413,0.35482,0.25678,0.38502,0.27576,0.28643,0.19943,0.18787,0.17721,0.17208,0.16763,0.17955,0.16711,0.012759,0.042012,0.038665,0.027299,0.037002,0.025628,0.032179,0.025764,0.025366,0.023464,0.023389,0.023405,0.020592,0.021201,0.0049268,0.017408,0.019181,0.014567,0.018427,0.013037,0.016453,0.013247,0.013727,0.012664,0.012085,0.01135,0.010027,0.011221,0
9.4245,16.4771,4.927,0.12871,3.3116,-2.3347,-0.95576,-1.8287,2.0753,-1.6616,-0.16174,-1.2662,-0.17071,0.81478,0.00014575,-0.0093632,0.0063118,0.0012048,0.00631,-0.00053436,0.004623,-0.0026463,0.0021355,-0.0070069,0.0003914,-0.0024347,0.001005,-0.0003634,0.0001699,0.0014412,0.00022097,-0.002213,0.00053838,-0.00052403,0.00010582,8.68E-5,0.00077219,-0.00051537,0.00081319,-0.00050152,0.00026643,0.00021479,0.32757,0.96601,0.71133,0.75172,0.63446,0.60218,0.52394,0.55044,0.43073,0.42723,0.40718,0.34917,0.32707,0.30667,0.058852,0.1659,0.10462,0.12512,0.083055,0.095668,0.086182,0.081232,0.069433,0.063021,0.059286,0.060617,0.051323,0.047542,0.021902,0.07993,0.0493,0.055184,0.044204,0.048408,0.041611,0.037342,0.03476,0.030867,0.029084,0.030813,0.025925,0.024078,1
